Name,Current Price,Change,Disclosure Date,Designation,Code
Aptamer Sciences,"5,050",200,2023/06/15,2023/06/16,291650
BORATR,"19,120","2,130",2023/06/15,2023/06/16,250000
CHEILGRINDING,"8,180",160,2023/06/15,2023/06/16,001560
Dasan Solueta,"2,930",330,2023/06/15,2023/06/16,154040
KISHAPVKOSPI200- C,470,120,2023/06/15,2023/06/16,57HAPV
OSTEONIC,"6,620",640,2023/06/15,2023/06/16,226400
PROTEC,"42,550","2,550",2023/06/15,2023/06/16,053610
SECUCEN,"5,790",360,2023/06/15,2023/06/16,232830
SamaAlum,"113,800","1,800",2023/06/15,2023/06/16,006110
SambuConst,"3,800",875,2023/06/15,2023/06/16,001470
DONGIL METAL,"21,700",0,2023/06/14,2023/06/15,109860
Hantop,"2,055",45,2023/06/14,2023/06/15,002680
INSAN,"3,230",250,2023/06/14,2023/06/15,277410
KISHAPVKOSPI200- C,470,120,2023/06/14,2023/06/15,57HAPV
LiComm,"3,645",295,2023/06/14,2023/06/15,388790
MIRAEJ558KOSPI200- C,165,75,2023/06/14,2023/06/15,52J558
MIRAEJ784KOSPI200- P,75,10,2023/06/14,2023/06/15,52J784
MIRAEJ785KOSPI200- P,105,10,2023/06/14,2023/06/15,52J785
MIRAEJ787KOSPI200- P,290,30,2023/06/14,2023/06/15,52J787
MIRAEJ788KOSPI200- P,535,55,2023/06/14,2023/06/15,52J788
ManhoRope&Wire,"45,800",0,2023/06/14,2023/06/15,001080
OSTEONIC,"6,620",640,2023/06/14,2023/06/15,226400
Pangrim,"5,110",0,2023/06/14,2023/06/15,003610
SECUCEN,"5,790",360,2023/06/14,2023/06/15,232830
SINGSONGHOLDINGS,"12,820",710,2023/06/14,2023/06/15,006880
SSR,"4,620",75,2023/06/14,2023/06/15,275630
DONGWON METAL,"2,145",35,2023/06/13,2023/06/14,018500
DONGWON METAL,"2,145",35,2023/06/13,2023/06/14,018500
ECOPRO,"772,000","32,000",2023/06/13,2023/06/14,086520
HDBIO,"32,000","1,050",2023/06/13,2023/06/14,048410
KBJ100KOSPI200- C,80,35,2023/06/13,2023/06/14,58J100
KISHAPVKOSPI200- C,470,120,2023/06/13,2023/06/14,57HAPV
MIRAEJ557KOSPI200- C,110,55,2023/06/13,2023/06/14,52J557
MIRAEJ558KOSPI200- C,165,75,2023/06/13,2023/06/14,52J558
MIRAEJ559KOSPI200- C,245,75,2023/06/13,2023/06/14,52J559
Sukgyung,"61,600",500,2023/06/13,2023/06/14,357550
TERA SCIENCE,"6,300",430,2023/06/13,2023/06/14,073640
Gold&S,"1,728",14,2023/06/12,2023/06/13,035290
HanilFeed,"6,820",140,2023/06/12,2023/06/13,005860
INSAN,"3,230",250,2023/06/12,2023/06/13,277410
INSAN,"3,230",250,2023/06/12,2023/06/13,277410
ISUPETASYS,"22,450",250,2023/06/12,2023/06/13,007660
KBJ100KOSPI200- C,80,35,2023/06/12,2023/06/13,58J100
KISHAPVKOSPI200- C,470,120,2023/06/12,2023/06/13,57HAPV
Saltware,"1,673",57,2023/06/12,2023/06/13,328380
TERA SCIENCE,"6,300",430,2023/06/12,2023/06/13,073640
UNISON,"2,325",75,2023/06/12,2023/06/13,018000
DAT,"4,965",105,2023/06/09,2023/06/12,196490
DONGWON METAL,"2,145",35,2023/06/09,2023/06/12,018500
GENIANS,"17,150",460,2023/06/09,2023/06/12,263860
Gold&S,"1,728",14,2023/06/09,2023/06/12,035290
KISHAPVKOSPI200- C,470,120,2023/06/09,2023/06/12,57HAPV
Lutronic,"36,250",0,2023/06/09,2023/06/12,085370
MIRAEJ558KOSPI200- C,165,75,2023/06/09,2023/06/12,52J558
Saltware,"1,673",57,2023/06/09,2023/06/12,328380
Suprema HQ,"7,790",390,2023/06/09,2023/06/12,094840
MIRAEJ558KOSPI200- C,165,75,2023/06/08,2023/06/09,52J558
Polaris Office,"3,300",25,2023/06/08,2023/06/09,041020
SOLUX,"25,800","1,850",2023/06/08,2023/06/09,290690
Bioptro,"8,880",70,2023/06/07,2023/06/08,222160
ISUSPECIALTYCHEMICAL,"436,500","16,500",2023/06/07,2023/06/08,457190
KBHN72KOSPI200- C,-,-,2023/06/07,2023/06/08,58HN72
KBHN73KOSPI200- C,-,-,2023/06/07,2023/06/08,58HN73
KBHN74KOSPI200- C,-,-,2023/06/07,2023/06/08,58HN74
KISHAPTKOSPI200- C,355,100,2023/06/07,2023/06/08,57HAPT
KISHP67KOSPI200- C,-,-,2023/06/07,2023/06/08,57HP67
MIRAEJ321KOSPI200- C,-,-,2023/06/07,2023/06/08,52J321
MIRAEJ322KOSPI200- C,-,-,2023/06/07,2023/06/08,52J322
Olipass,"1,854",48,2023/06/07,2023/06/08,244460
mplus,"11,590",130,2023/06/07,2023/06/08,259630
AXGATE,"5,690",80,2023/06/05,2023/06/07,356680
DOBU MASK,"1,084",191,2023/06/05,2023/06/07,227420
GRT,"4,945",45,2023/06/05,2023/06/07,900290
Gold&S,"1,728",14,2023/06/05,2023/06/07,035290
JLK,"11,580",20,2023/06/05,2023/06/07,322510
JLK,"11,580",20,2023/06/05,2023/06/07,322510
KBHN72KOSPI200- C,-,-,2023/06/05,2023/06/07,58HN72
KBHN73KOSPI200- C,-,-,2023/06/05,2023/06/07,58HN73
KISHP66KOSPI200- C,-,-,2023/06/05,2023/06/07,57HP66
KISHZ53SKH- C,-,-,2023/06/05,2023/06/07,57HZ53
MIRAEJ320KOSPI200- C,-,-,2023/06/05,2023/06/07,52J320
MIRAEJ321KOSPI200- C,-,-,2023/06/05,2023/06/07,52J321
MIRAEJ327KOSPI200- C,-,-,2023/06/05,2023/06/07,52J327
MIRAEJ347KOSPI200- P,-,-,2023/06/05,2023/06/07,52J347
MIRAEJ558KOSPI200- C,165,75,2023/06/05,2023/06/07,52J558
SUNGHO,"1,723",56,2023/06/05,2023/06/07,043260
3CTY,"3,900",100,2023/06/02,2023/06/05,052960
Fidelix,"2,145",80,2023/06/02,2023/06/05,032580
Gold&S,"1,728",14,2023/06/02,2023/06/05,035290
JLK,"11,580",20,2023/06/02,2023/06/05,322510
KBHN74KOSPI200- C,-,-,2023/06/02,2023/06/05,58HN74
KBHN75KOSPI200- C,-,-,2023/06/02,2023/06/05,58HN75
KISHAPTKOSPI200- C,355,100,2023/06/02,2023/06/05,57HAPT
KISHP66KOSPI200- C,-,-,2023/06/02,2023/06/05,57HP66
MIRAEJ320KOSPI200- C,-,-,2023/06/02,2023/06/05,52J320
MIRAEJ321KOSPI200- C,-,-,2023/06/02,2023/06/05,52J321
MIRAEJ347KOSPI200- P,-,-,2023/06/02,2023/06/05,52J347
Shinhan 7th SPAC,"3,785",5,2023/06/02,2023/06/05,366330
Soosung Salvacion,"1,082",12,2023/06/02,2023/06/05,084180
SurplusGLOBAL,"4,710",60,2023/06/02,2023/06/05,140070
Fidelix,"2,145",80,2023/06/01,2023/06/02,032580
Gold&S,"1,728",14,2023/06/01,2023/06/02,035290
HLB Therapeutics,"5,020",180,2023/06/01,2023/06/02,115450
ISUPETASYS,"22,450",250,2023/06/01,2023/06/02,007660
JLK,"11,580",20,2023/06/01,2023/06/02,322510
KBHN73KOSPI200- C,-,-,2023/06/01,2023/06/02,58HN73
KBJ091KOSPI200- P,-,-,2023/06/01,2023/06/02,58J091
KBJ092KOSPI200- P,-,-,2023/06/01,2023/06/02,58J092
KISHZ53SKH- C,-,-,2023/06/01,2023/06/02,57HZ53
MIRAEJ320KOSPI200- C,-,-,2023/06/01,2023/06/02,52J320
MIRAEJ344KOSPI200- P,-,-,2023/06/01,2023/06/02,52J344
MIRAEJ346KOSPI200- P,-,-,2023/06/01,2023/06/02,52J346
MIRAEJ398CELLTRIO- C,-,-,2023/06/01,2023/06/02,52J398
S&S TECH,"59,500","2,400",2023/06/01,2023/06/02,101490
CrystalGenomics,"4,900",20,2023/05/31,2023/06/01,083790
Dgenx,"1,645",75,2023/05/31,2023/06/01,113810
Fidelix,"2,145",80,2023/05/31,2023/06/01,032580
Gold&S,"1,728",14,2023/05/31,2023/06/01,035290
Haisung TPC,"7,740",80,2023/05/31,2023/06/01,059270
ISUPETASYS,"22,450",250,2023/05/31,2023/06/01,007660
JLK,"11,580",20,2023/05/31,2023/06/01,322510
KBJ089KOSPI200- P,-,-,2023/05/31,2023/06/01,58J089
KBJ091KOSPI200- P,-,-,2023/05/31,2023/06/01,58J091
KISHAPNKOSPI200- C,50,30,2023/05/31,2023/06/01,57HAPN
KISHS67KOSPI200- C,-,-,2023/05/31,2023/06/01,57HS67
MIRAEJ320KOSPI200- C,-,-,2023/05/31,2023/06/01,52J320
MIRAEJ321KOSPI200- C,-,-,2023/05/31,2023/06/01,52J321
NOUSBO,"2,915",160,2023/05/31,2023/06/01,332290
SJMH,"4,760",110,2023/05/31,2023/06/01,025530
UIL,"4,205",80,2023/05/31,2023/06/01,049520
CSA Cosmic,"1,598",47,2023/05/30,2023/05/31,083660
CrystalGenomics,"4,900",20,2023/05/30,2023/05/31,083790
DSMBIO,"11,540",260,2023/05/30,2023/05/31,036480
Englewood Lab,"8,200",520,2023/05/30,2023/05/31,950140
Fidelix,"2,145",80,2023/05/30,2023/05/31,032580
Fidelix,"2,145",80,2023/05/30,2023/05/31,032580
Haisung TPC,"7,740",80,2023/05/30,2023/05/31,059270
ISUPETASYS,"22,450",250,2023/05/30,2023/05/31,007660
JLK,"11,580",20,2023/05/30,2023/05/31,322510
KBJ089KOSPI200- P,-,-,2023/05/30,2023/05/31,58J089
KISHS83KOSPI200- P,-,-,2023/05/30,2023/05/31,57HS83
Lunit,"100,600","1,000",2023/05/30,2023/05/31,328130
MIRAEJ320KOSPI200- C,-,-,2023/05/30,2023/05/31,52J320
MIRAEJ321KOSPI200- C,-,-,2023/05/30,2023/05/31,52J321
NOUSBO,"2,915",160,2023/05/30,2023/05/31,332290
SR biotek,"5,590",635,2023/05/30,2023/05/31,270210
AbClon,"20,050",200,2023/05/26,2023/05/30,174900
CSA Cosmic,"1,598",47,2023/05/26,2023/05/30,083660
CSA Cosmic,"1,598",47,2023/05/26,2023/05/30,083660
Crystal New Material,"4,140",55,2023/05/26,2023/05/30,900250
ESTsoft,"16,000",810,2023/05/26,2023/05/30,047560
Englewood Lab,"8,200",520,2023/05/26,2023/05/30,950140
ITEYES,"10,950",40,2023/05/26,2023/05/30,372800
KISHAQEKOSPI200- P,5,0,2023/05/26,2023/05/30,57HAQE
KISHS68KOSPI200- C,-,-,2023/05/26,2023/05/30,57HS68
MIRAEJ320KOSPI200- C,-,-,2023/05/26,2023/05/30,52J320
MIRAEJ321KOSPI200- C,-,-,2023/05/26,2023/05/30,52J321
MIRAEJ328KOSPI200- C,-,-,2023/05/26,2023/05/30,52J328
NOUSBO,"2,915",160,2023/05/26,2023/05/30,332290
NOUSBO,"2,915",160,2023/05/26,2023/05/30,332290
DYD,"1,879",389,2023/05/25,2023/05/26,219550
Englewood Lab,"8,200",520,2023/05/25,2023/05/26,950140
KIM ANKOR OIL,678,7,2023/05/25,2023/05/26,152550
KUKBO,"8,300",830,2023/05/25,2023/05/26,001140
MIRAEHARPLG CHEM- C,-,-,2023/05/25,2023/05/26,52HARP
MIRAEJ320KOSPI200- C,-,-,2023/05/25,2023/05/26,52J320
MIRAEJ321KOSPI200- C,-,-,2023/05/25,2023/05/26,52J321
MIRAEJ328KOSPI200- C,-,-,2023/05/25,2023/05/26,52J328
MIRAEJ341KOSPI200- P,-,-,2023/05/25,2023/05/26,52J341
MIRAEJ408DENBT- C,-,-,2023/05/25,2023/05/26,52J408
RYUK-IL C&S,"3,795",40,2023/05/25,2023/05/26,191410
BCNC,"20,700",950,2023/05/24,2023/05/25,146320
DuckYangInd,"8,380",250,2023/05/24,2023/05/25,024900
Englewood Lab,"8,200",520,2023/05/24,2023/05/25,950140
KISHP68KOSPI200- C,-,-,2023/05/24,2023/05/25,57HP68
MGEN,"3,400",135,2023/05/24,2023/05/25,032790
MGEN,"3,400",135,2023/05/24,2023/05/25,032790
MIRAEJ320KOSPI200- C,-,-,2023/05/24,2023/05/25,52J320
MIRAEJ321KOSPI200- C,-,-,2023/05/24,2023/05/25,52J321
MIRAEJ322KOSPI200- C,-,-,2023/05/24,2023/05/25,52J322
MIRAEJ555KOSPI200- C,50,25,2023/05/24,2023/05/25,52J555
POSCO M-TECH,"26,050",550,2023/05/24,2023/05/25,009520
SY,"5,390",675,2023/05/24,2023/05/25,109610
WOOYANG,"4,400",85,2023/05/24,2023/05/25,103840
AXGATE,"5,690",80,2023/05/23,2023/05/24,356680
DYD,"1,879",389,2023/05/23,2023/05/24,219550
ISUPETASYS,"22,450",250,2023/05/23,2023/05/24,007660
KBJ100KOSPI200- C,80,35,2023/05/23,2023/05/24,58J100
KISHAPNKOSPI200- C,50,30,2023/05/23,2023/05/24,57HAPN
KISHAPVKOSPI200- C,470,120,2023/05/23,2023/05/24,57HAPV
KISHP69KOSPI200- C,-,-,2023/05/23,2023/05/24,57HP69
KISHP81KOSPI200- P,-,-,2023/05/23,2023/05/24,57HP81
KISHS83KOSPI200- P,-,-,2023/05/23,2023/05/24,57HS83
LiComm,"3,645",295,2023/05/23,2023/05/24,388790
MGEN,"3,400",135,2023/05/23,2023/05/24,032790
MIRAEJ320KOSPI200- C,-,-,2023/05/23,2023/05/24,52J320
MIRAEJ321KOSPI200- C,-,-,2023/05/23,2023/05/24,52J321
MIRAEJ322KOSPI200- C,-,-,2023/05/23,2023/05/24,52J322
MIRAEJ329KOSPI200- C,-,-,2023/05/23,2023/05/24,52J329
MIRAI,"29,950",150,2023/05/23,2023/05/24,254490
SambuConst,"3,800",875,2023/05/23,2023/05/24,001470
T-ROBOTICS,"16,520",740,2023/05/23,2023/05/24,117730
INVENIA,"1,758",19,2023/05/22,2023/05/23,079950
KISHAPVKOSPI200- C,470,120,2023/05/22,2023/05/23,57HAPV
KISHP82KOSPI200- P,-,-,2023/05/22,2023/05/23,57HP82
KISHP85KOSPI200- P,-,-,2023/05/22,2023/05/23,57HP85
META,"4,670",115,2023/05/22,2023/05/23,059210
MIRAEJ317KOSPI200- C,-,-,2023/05/22,2023/05/23,52J317
MIRAEJ318KOSPI200- C,-,-,2023/05/22,2023/05/23,52J318
RFsemi,"20,950","1,450",2023/05/22,2023/05/23,096610
SamwhaElec,"8,780",60,2023/05/22,2023/05/23,011230
BioInfra Life Science,487,63,2023/05/19,2023/05/22,266470
CTLS,426,0,2023/05/19,2023/05/22,139050
CTLS,426,0,2023/05/19,2023/05/22,139050
KISHAPVKOSPI200- C,470,120,2023/05/19,2023/05/22,57HAPV
KISHP70KOSPI200- C,-,-,2023/05/19,2023/05/22,57HP70
KISHP82KOSPI200- P,-,-,2023/05/19,2023/05/22,57HP82
MIRAEJ316KOSPI200- C,-,-,2023/05/19,2023/05/22,52J316
MIRAEJ317KOSPI200- C,-,-,2023/05/19,2023/05/22,52J317
MIRAEJ318KOSPI200- C,-,-,2023/05/19,2023/05/22,52J318
MIRAEJ319KOSPI200- C,-,-,2023/05/19,2023/05/22,52J319
Synergy Innovation,"2,435",95,2023/05/19,2023/05/22,048870
EV.A.M.,"8,930",20,2023/05/18,2023/05/19,131400
G.Y.TECH,"3,385",30,2023/05/18,2023/05/19,053270
INVENIA,"1,758",19,2023/05/18,2023/05/19,079950
JYP Ent.,"136,100",100,2023/05/18,2023/05/19,035900
KBJQ00KOSPI200- C,-,-,2023/05/18,2023/05/19,58JQ00
KISHAPVKOSPI200- C,470,120,2023/05/18,2023/05/19,57HAPV
KISHP70KOSPI200- C,-,-,2023/05/18,2023/05/19,57HP70
MIRAEJ316KOSPI200- C,-,-,2023/05/18,2023/05/19,52J316
MIRAEJ317KOSPI200- C,-,-,2023/05/18,2023/05/19,52J317
MIRAEJ324KOSPI200- C,-,-,2023/05/18,2023/05/19,52J324
Synergy Innovation,"2,435",95,2023/05/18,2023/05/19,048870
CURO,964,51,2023/05/17,2023/05/18,015590
Dynamic Design,"6,950",330,2023/05/17,2023/05/18,145210
JYP Ent.,"136,100",100,2023/05/17,2023/05/18,035900
KBHN72KOSPI200- C,-,-,2023/05/17,2023/05/18,58HN72
KD,824,5,2023/05/17,2023/05/18,044180
MIRAEJ316KOSPI200- C,-,-,2023/05/17,2023/05/18,52J316
MIRAEJ317KOSPI200- C,-,-,2023/05/17,2023/05/18,52J317
MIRAEJ325KOSPI200- C,-,-,2023/05/17,2023/05/18,52J325
PROSTEMICS,"5,750",170,2023/05/17,2023/05/18,203690
SEOULEAGUER,853,17,2023/05/17,2023/05/18,043710
Synergy Innovation,"2,435",95,2023/05/17,2023/05/18,048870
WiPAM,"3,335",90,2023/05/17,2023/05/18,332570
CURO,964,51,2023/05/16,2023/05/17,015590
Korea No.10 SPAC,"2,995",45,2023/05/16,2023/05/17,409570
LEENO,"136,700","1,100",2023/05/16,2023/05/17,058470
MIRAEJ348KOSPI200- P,-,-,2023/05/16,2023/05/17,52J348
NEOOTO,"9,340",70,2023/05/16,2023/05/17,212560
ONE4U,"1,179",46,2023/05/16,2023/05/17,122830
SOLUX,"25,800","1,850",2023/05/16,2023/05/17,290690
SOLUX,"25,800","1,850",2023/05/16,2023/05/17,290690
COSMECCA KOREA,"18,330",170,2023/05/15,2023/05/16,241710
COSMECCA KOREA,"18,330",170,2023/05/15,2023/05/16,241710
CURO,964,51,2023/05/15,2023/05/16,015590
DNALINK,"3,670",170,2023/05/15,2023/05/16,127120
DYPNF,"21,100",450,2023/05/15,2023/05/16,104460
Dgenx,"1,645",75,2023/05/15,2023/05/16,113810
Englewood Lab,"8,200",520,2023/05/15,2023/05/16,950140
KBHN75KOSPI200- C,-,-,2023/05/15,2023/05/16,58HN75
KISHS75KOSPI200- P,-,-,2023/05/15,2023/05/16,57HS75
KISHS76KOSPI200- P,-,-,2023/05/15,2023/05/16,57HS76
MIRAEJ346KOSPI200- P,-,-,2023/05/15,2023/05/16,52J346
Suresoft,"9,590",320,2023/05/15,2023/05/16,298830
TONYMOLY,"5,090",160,2023/05/15,2023/05/16,214420
DSMBIO,"11,540",260,2023/05/12,2023/05/15,036480
DongwonInd,"43,450",850,2023/05/12,2023/05/15,006040
Englewood Lab,"8,200",520,2023/05/12,2023/05/15,950140
HyundaiElev,"43,450",600,2023/05/12,2023/05/15,017800
KISHS75KOSPI200- P,-,-,2023/05/12,2023/05/15,57HS75
KISHS76KOSPI200- P,-,-,2023/05/12,2023/05/15,57HS76
MIRAEJ342KOSPI200- P,-,-,2023/05/12,2023/05/15,52J342
MIRAEJ344KOSPI200- P,-,-,2023/05/12,2023/05/15,52J344
MIRAEJ345KOSPI200- P,-,-,2023/05/12,2023/05/15,52J345
MIRAEJ346KOSPI200- P,-,-,2023/05/12,2023/05/15,52J346
NOUSBO,"2,915",160,2023/05/12,2023/05/15,332290
SJMH,"4,760",110,2023/05/12,2023/05/15,025530
ShindaeyangPapr,"5,380",30,2023/05/12,2023/05/15,016590
UNIONMaterials,"4,390",10,2023/05/12,2023/05/15,047400
WELLBIOTEC,"2,240",190,2023/05/12,2023/05/15,010600
Crystal New Material,"4,140",55,2023/05/11,2023/05/12,900250
KBHN73KOSPI200- C,-,-,2023/05/11,2023/05/12,58HN73
KISHS76KOSPI200- P,-,-,2023/05/11,2023/05/12,57HS76
KISHS82KOSPI200- P,-,-,2023/05/11,2023/05/12,57HS82
MIRAEJ343KOSPI200- P,-,-,2023/05/11,2023/05/12,52J343
MIRAEJ345KOSPI200- P,-,-,2023/05/11,2023/05/12,52J345
Micro Digital,"8,560",40,2023/05/11,2023/05/12,305090
Pintel,"7,970",290,2023/05/11,2023/05/12,291810
RAPHAS,"20,250",50,2023/05/11,2023/05/12,214260
RAPHAS,"20,250",50,2023/05/11,2023/05/12,214260
SEJONG MEDICAL,"2,505",15,2023/05/11,2023/05/12,258830
BioInfra Life Science,487,63,2023/05/10,2023/05/11,266470
Cosnine,975,51,2023/05/10,2023/05/11,082660
Daol SEC,"3,530",55,2023/05/10,2023/05/11,030210
Exergy21,"1,555",105,2023/05/10,2023/05/11,043090
InnoTherapy,"7,950",100,2023/05/10,2023/05/11,246960
MIRAEJ307KOSPI200- P,-,-,2023/05/10,2023/05/11,52J307
Micro Digital,"8,560",40,2023/05/10,2023/05/11,305090
Micro Digital,"8,560",40,2023/05/10,2023/05/11,305090
NANOBRICK,"2,960",250,2023/05/10,2023/05/11,286750
SUNGHO,"1,723",56,2023/05/10,2023/05/11,043260
B2En,"2,325",5,2023/05/09,2023/05/10,307870
BioInfra Life Science,487,63,2023/05/09,2023/05/10,266470
CRONEX,"2,270",25,2023/05/09,2023/05/10,215570
Cosnine,975,51,2023/05/09,2023/05/10,082660
Daol SEC,"3,530",55,2023/05/09,2023/05/10,030210
DuckYangInd,"8,380",250,2023/05/09,2023/05/10,024900
E.T.I,899,0,2023/05/09,2023/05/10,024810
FLITTO,"30,800",950,2023/05/09,2023/05/10,300080
MIRAEHP28SKT- C,-,-,2023/05/09,2023/05/10,52HP28
MIRAEJ318KOSPI200- C,-,-,2023/05/09,2023/05/10,52J318
NARASOFT,52,5,2023/05/09,2023/05/10,288490
RAONTECH,"9,990",960,2023/05/09,2023/05/10,418420
TS,"3,860",30,2023/05/09,2023/05/10,001790
TS(1P),"3,200",10,2023/05/09,2023/05/10,001795
W.I.H.C,"4,660",110,2023/05/09,2023/05/10,072470
AnyGen,"15,000",60,2023/05/08,2023/05/09,196300
DuckYangInd,"8,380",250,2023/05/08,2023/05/09,024900
E.T.I,899,0,2023/05/08,2023/05/09,024810
KBJ083KOSPI200- C,-,-,2023/05/08,2023/05/09,58J083
KBJP77KOSPI200- C,-,-,2023/05/08,2023/05/09,58JP77
KBJP78KOSPI200- C,-,-,2023/05/08,2023/05/09,58JP78
KISHP40KOSPI200- C,-,-,2023/05/08,2023/05/09,57HP40
KISHW01NAVER- C,20,0,2023/05/08,2023/05/09,57HW01
RIFA,"23,150",500,2023/05/08,2023/05/09,000760
VitzroSys,697,15,2023/05/08,2023/05/09,054220
AnyGen,"15,000",60,2023/05/04,2023/05/08,196300
E.T.I,899,0,2023/05/04,2023/05/08,024810
EcoBio Holdings,"6,500",190,2023/05/04,2023/05/08,038870
GNCENERGY,"5,120",160,2023/05/04,2023/05/08,119850
GNCENERGY,"5,120",160,2023/05/04,2023/05/08,119850
KBJ083KOSPI200- C,-,-,2023/05/04,2023/05/08,58J083
KBJP89KOSPI200- P,-,-,2023/05/04,2023/05/08,58JP89
KBJP90KOSPI200- P,-,-,2023/05/04,2023/05/08,58JP90
KISHP40KOSPI200- C,-,-,2023/05/04,2023/05/08,57HP40
KISHP49KOSPI200- P,-,-,2023/05/04,2023/05/08,57HP49
KISHP51KOSPI200- P,-,-,2023/05/04,2023/05/08,57HP51
LiComm,"3,645",295,2023/05/04,2023/05/08,388790
MIRAEJ304KOSPI200- P,-,-,2023/05/04,2023/05/08,52J304
NSN,832,12,2023/05/04,2023/05/08,031860
SM BEXEL,"2,420",40,2023/05/04,2023/05/08,010580
SungmoonElec,"2,200",20,2023/05/04,2023/05/08,014910
TSB,"4,780",215,2023/05/04,2023/05/08,045340
Zaigle,"18,220",80,2023/05/04,2023/05/08,234920
homecast,"7,490",300,2023/05/04,2023/05/08,064240
AnyGen,"15,000",60,2023/05/03,2023/05/04,196300
BIONEER,"52,800",300,2023/05/03,2023/05/04,064550
CQV,"7,450",30,2023/05/03,2023/05/04,101240
ChinYangPoly,"5,510",20,2023/05/03,2023/05/04,010640
GENEMATRIX,"3,855",5,2023/05/03,2023/05/04,109820
HANILCHEMIC,"21,950",350,2023/05/03,2023/05/04,007770
KBJ083KOSPI200- C,-,-,2023/05/03,2023/05/04,58J083
KBJP88KOSPI200- P,-,-,2023/05/03,2023/05/04,58JP88
KBJP89KOSPI200- P,-,-,2023/05/03,2023/05/04,58JP89
KBJP91KOSPI200- P,-,-,2023/05/03,2023/05/04,58JP91
KISHP40KOSPI200- C,-,-,2023/05/03,2023/05/04,57HP40
KISHP50KOSPI200- P,-,-,2023/05/03,2023/05/04,57HP50
KISHP51KOSPI200- P,-,-,2023/05/03,2023/05/04,57HP51
KISHP64KOSPI200- C,-,-,2023/05/03,2023/05/04,57HP64
KISHP66KOSPI200- C,-,-,2023/05/03,2023/05/04,57HP66
KISJ505KOSPI200- P,-,-,2023/05/03,2023/05/04,57J505
Korea No.10 SPAC,"2,995",45,2023/05/03,2023/05/04,409570
MILAE BIORESOURCES,"7,920",180,2023/05/03,2023/05/04,218150
MIRAEHW94SEC- C,-,-,2023/05/03,2023/05/04,52HW94
Micro Digital,"8,560",40,2023/05/03,2023/05/04,305090
NARASOFT,52,5,2023/05/03,2023/05/04,288490
NARASOFT,52,5,2023/05/03,2023/05/04,288490
SamwhaElec,"23,400",50,2023/05/03,2023/05/04,009470
SamwhaElec,"23,400",50,2023/05/03,2023/05/04,009470
Sangshin Electronics,"6,150",10,2023/05/03,2023/05/04,263810
Setopia,"3,440",115,2023/05/03,2023/05/04,222810
Suprema ID,"75,200","7,600",2023/05/03,2023/05/04,317770
T-ROBOTICS,"16,520",740,2023/05/03,2023/05/04,117730
AnyGen,"15,000",60,2023/05/02,2023/05/03,196300
CLASSYS,"32,050",350,2023/05/02,2023/05/03,214150
DuckYangInd,"8,380",250,2023/05/02,2023/05/03,024900
EG,"19,730",520,2023/05/02,2023/05/03,037370
EID,"1,392",0,2023/05/02,2023/05/03,093230
Huvitz,"21,150",150,2023/05/02,2023/05/03,065510
KBJP88KOSPI200- P,-,-,2023/05/02,2023/05/03,58JP88
KBJP91KOSPI200- P,-,-,2023/05/02,2023/05/03,58JP91
KISHP52KOSPI200- P,-,-,2023/05/02,2023/05/03,57HP52
KISHP64KOSPI200- C,-,-,2023/05/02,2023/05/03,57HP64
KISHP66KOSPI200- C,-,-,2023/05/02,2023/05/03,57HP66
KISHS74KOSPI200- C,-,-,2023/05/02,2023/05/03,57HS74
KISJ505KOSPI200- P,-,-,2023/05/02,2023/05/03,57J505
Korea No.10 SPAC,"2,995",45,2023/05/02,2023/05/03,409570
MIRAEJ148KOSPI200- C,-,-,2023/05/02,2023/05/03,52J148
MIRAEJ149KOSPI200- C,-,-,2023/05/02,2023/05/03,52J149
MIRAEJ293KOSPI200- C,-,-,2023/05/02,2023/05/03,52J293
MIRAEJ333KOSPI200- P,-,-,2023/05/02,2023/05/03,52J333
MiCo Bio,"4,770",80,2023/05/02,2023/05/03,214610
Micro Digital,"8,560",40,2023/05/02,2023/05/03,305090
POSCO M-TECH,"26,050",550,2023/05/02,2023/05/03,009520
TERA SCIENCE,"6,300",430,2023/05/02,2023/05/03,073640
DGP,"6,830",140,2023/04/28,2023/05/02,060900
DuckYangInd,"8,380",250,2023/04/28,2023/05/02,024900
KBJ091KOSPI200- P,-,-,2023/04/28,2023/05/02,58J091
KBJP86KOSPI200- P,-,-,2023/04/28,2023/05/02,58JP86
KBJP87KOSPI200- P,-,-,2023/04/28,2023/05/02,58JP87
KBJP88KOSPI200- P,-,-,2023/04/28,2023/05/02,58JP88
KBJP89KOSPI200- P,-,-,2023/04/28,2023/05/02,58JP89
KBJP91KOSPI200- P,-,-,2023/04/28,2023/05/02,58JP91
KD,824,5,2023/04/28,2023/05/02,044180
KISHP52KOSPI200- P,-,-,2023/04/28,2023/05/02,57HP52
KISHS51KOSPI200- C,-,-,2023/04/28,2023/05/02,57HS51
Korea No.10 SPAC,"2,995",45,2023/04/28,2023/05/02,409570
MIRAEJ005SEC- C,-,-,2023/04/28,2023/05/02,52J005
MIRAEJ029HD MOTOR- C,-,-,2023/04/28,2023/05/02,52J029
MIRAEJ212KIA- C,-,-,2023/04/28,2023/05/02,52J212
MIRAEJ293KOSPI200- C,-,-,2023/04/28,2023/05/02,52J293
