Name,Current Price,Change,Disclosure Date,Designation,Code
GRT,"4,900",10,9/27/2022,9/28/2022,900290
HEUNGKUK,"6,710",350,9/27/2022,9/28/2022,10240
HansungEnt,"6,220",130,9/27/2022,9/28/2022,3680
KAINOSMED,"4,490",40,9/27/2022,9/28/2022,284620
KISHM20KOSPI200- P,-,-,9/27/2022,9/28/2022,57HM20
KISHM70KOSPI200- P,-,-,9/27/2022,9/28/2022,57HM70
MIRAEH706HD MOTOR- C,-,-,9/27/2022,9/28/2022,52H706
MIRAEHL82KOSPI200- C,-,-,9/27/2022,9/28/2022,52HL82
MIRAEHL83KOSPI200- C,-,-,9/27/2022,9/28/2022,52HL83
MIRAEHP62KOSPI200- P,-,-,9/27/2022,9/28/2022,52HP62
MIRAEHP63KOSPI200- P,-,-,9/27/2022,9/28/2022,52HP63
MIRAEHP64KOSPI200- P,-,-,9/27/2022,9/28/2022,52HP64
MIRAEHP66KOSPI200- P,-,-,9/27/2022,9/28/2022,52HP66
MIRAEHP68KOSPI200- P,-,-,9/27/2022,9/28/2022,52HP68
NAMU TECH,"2,845",120,9/27/2022,9/28/2022,242040
RAONTEC,"10,360",120,9/27/2022,9/28/2022,232680
SBS,"9,200",80,9/27/2022,9/28/2022,86710
SNU,"4,155",30,9/27/2022,9/28/2022,80000
TBC,"1,028",3,9/27/2022,9/28/2022,33830
TigerElec,"26,150",250,9/27/2022,9/28/2022,219130
UJU,"16,930",10,9/27/2022,9/28/2022,65680
VIETNAM DEVELOP1,-,-,9/27/2022,9/28/2022,96300
WILLINGS,"11,480",0,9/27/2022,9/28/2022,313760
WONIK CUBE Corp.,"1,963",1,9/27/2022,9/28/2022,14190
CLOVER,"1,195",56,9/26/2022,9/27/2022,43590
FORMETAL,"3,860",15,9/26/2022,9/27/2022,119500
HanilFeed,"6,680",50,9/26/2022,9/27/2022,5860
JOOYONTECH,733,20,9/26/2022,9/27/2022,44380
KISHG00KOSPI200- P,-,-,9/26/2022,9/27/2022,57HG00
KISHK13KOSPI200- C,-,-,9/26/2022,9/27/2022,57HK13
KISHM20KOSPI200- P,-,-,9/26/2022,9/27/2022,57HM20
MIRAEHL82KOSPI200- C,-,-,9/26/2022,9/27/2022,52HL82
MIRAEHL83KOSPI200- C,-,-,9/26/2022,9/27/2022,52HL83
MIRAEHP62KOSPI200- P,-,-,9/26/2022,9/27/2022,52HP62
MIRAEHP64KOSPI200- P,-,-,9/26/2022,9/27/2022,52HP64
MIRAEHP65KOSPI200- P,-,-,9/26/2022,9/27/2022,52HP65
MIRAEHP66KOSPI200- P,-,-,9/26/2022,9/27/2022,52HP66
MIRAEHP67KOSPI200- P,-,-,9/26/2022,9/27/2022,52HP67
MIRAEHP68KOSPI200- P,-,-,9/26/2022,9/27/2022,52HP68
OUTIN,"3,185",735,9/26/2022,9/27/2022,227610
SC ENGINEERING,"2,090",15,9/26/2022,9/27/2022,23960
SM BEXEL,"2,460",5,9/26/2022,9/27/2022,10580
STIC Investments,"6,090",80,9/26/2022,9/27/2022,26890
Bitnine,"8,830",320,9/23/2022,9/26/2022,357880
Dynamic Design,"7,280",0,9/23/2022,9/26/2022,145210
GRT,"4,900",10,9/23/2022,9/26/2022,900290
Gencurix,"3,260",45,9/23/2022,9/26/2022,229000
HANA20SPAC,"2,885",35,9/23/2022,9/26/2022,400560
HanilFeed,"6,680",50,9/23/2022,9/26/2022,5860
IM,"12,000","1,320",9/23/2022,9/26/2022,101390
KEUM KANG,"6,760",70,9/23/2022,9/26/2022,53260
KISHM71KOSPI200- P,-,-,9/23/2022,9/26/2022,57HM71
MIRAEHP65KOSPI200- P,-,-,9/23/2022,9/26/2022,52HP65
MIRAEHP66KOSPI200- P,-,-,9/23/2022,9/26/2022,52HP66
MIRAEHP67KOSPI200- P,-,-,9/23/2022,9/26/2022,52HP67
MIRAEHP68KOSPI200- P,-,-,9/23/2022,9/26/2022,52HP68
MIRAEHP69KOSPI200- P,-,-,9/23/2022,9/26/2022,52HP69
MIRAEHP71KOSPI200- P,-,-,9/23/2022,9/26/2022,52HP71
ROBOTIS,"30,150",0,9/23/2022,9/26/2022,108490
SAMSUNG SPAC IV,"4,150",35,9/23/2022,9/26/2022,377630
SMI,"5,870",200,9/23/2022,9/26/2022,100660
STCUBE,"16,340",540,9/23/2022,9/26/2022,52020
Shinhan 6th SPAC,"1,670",13,9/23/2022,9/26/2022,333050
YTN,"6,900",110,9/23/2022,9/26/2022,40300
Bonne,"1,735",7,9/22/2022,9/23/2022,226340
GRT,"4,900",10,9/22/2022,9/23/2022,900290
HANA20SPAC,"2,885",35,9/22/2022,9/23/2022,400560
KBHF19KOSPI200- P,-,-,9/22/2022,9/23/2022,58HF19
KEC,"2,185",20,9/22/2022,9/23/2022,92220
KISH771KOSPI200- P,-,-,9/22/2022,9/23/2022,57H771
MIRAEHP67KOSPI200- P,-,-,9/22/2022,9/23/2022,52HP67
MIRAEHP69KOSPI200- P,-,-,9/22/2022,9/23/2022,52HP69
MIRAEHP70KOSPI200- P,-,-,9/22/2022,9/23/2022,52HP70
MIRAEHP71KOSPI200- P,-,-,9/22/2022,9/23/2022,52HP71
Soosan Industries,"23,050",100,9/22/2022,9/23/2022,126720
Soosan Industries,"23,050",100,9/22/2022,9/23/2022,126720
WI,"24,900",700,9/22/2022,9/23/2022,73570
YTN,"6,900",110,9/22/2022,9/23/2022,40300
Yuanta SPAC 7,-,-,9/22/2022,9/23/2022,367460
CHUNGDAMGLOBAL,"8,180",90,9/21/2022,9/22/2022,362320
DYC,"2,100",5,9/21/2022,9/22/2022,310870
HANA20SPAC,"2,885",35,9/21/2022,9/22/2022,400560
KBHF19KOSPI200- P,-,-,9/21/2022,9/22/2022,58HF19
KISH771KOSPI200- P,-,-,9/21/2022,9/22/2022,57H771
LEADERS COSMETICS,"3,210",10,9/21/2022,9/22/2022,16100
MIRAEHL77KOSPI200- C,-,-,9/21/2022,9/22/2022,52HL77
MIRAEHP68KOSPI200- P,-,-,9/21/2022,9/22/2022,52HP68
MIRAEHP69KOSPI200- P,-,-,9/21/2022,9/22/2022,52HP69
MIRAEHP70KOSPI200- P,-,-,9/21/2022,9/22/2022,52HP70
MIRAEHP71KOSPI200- P,-,-,9/21/2022,9/22/2022,52HP71
ONE4U,"1,133",73,9/21/2022,9/22/2022,122830
Ocean Stone,-,-,9/21/2022,9/22/2022,329020
Ocean Stone,-,-,9/21/2022,9/22/2022,329020
SL Vionics,306,0,9/21/2022,9/22/2022,214310
Sangji Caelum,573,15,9/21/2022,9/22/2022,42940
YTN,"6,900",110,9/21/2022,9/22/2022,40300
GRT,"4,900",10,9/20/2022,9/21/2022,900290
HWACHEON,"4,755",10,9/20/2022,9/21/2022,10660
KBHF19KOSPI200- P,-,-,9/20/2022,9/21/2022,58HF19
KISH771KOSPI200- P,-,-,9/20/2022,9/21/2022,57H771
LMS,"7,220",110,9/20/2022,9/21/2022,73110
MIRAEHL77KOSPI200- C,-,-,9/20/2022,9/21/2022,52HL77
MIRAEHP67KOSPI200- P,-,-,9/20/2022,9/21/2022,52HP67
MIRAEHP68KOSPI200- P,-,-,9/20/2022,9/21/2022,52HP68
MIRAEHP69KOSPI200- P,-,-,9/20/2022,9/21/2022,52HP69
MIRAEHP70KOSPI200- P,-,-,9/20/2022,9/21/2022,52HP70
MIRAEHP71KOSPI200- P,-,-,9/20/2022,9/21/2022,52HP71
Rainbow Robotics,"99,200",500,9/20/2022,9/21/2022,277810
ANTEROGEN,"16,850",50,9/19/2022,9/20/2022,65660
Cellfie Global,778,0,9/19/2022,9/20/2022,68940
DAESCO,"4,200",5,9/19/2022,9/20/2022,48470
DH PHARM,"8,240",90,9/19/2022,9/20/2022,67080
DH PHARM,"8,240",90,9/19/2022,9/20/2022,67080
KBHF19KOSPI200- P,-,-,9/19/2022,9/20/2022,58HF19
KISHF32SEC- P,-,-,9/19/2022,9/20/2022,57HF32
MIRAEHL77KOSPI200- C,-,-,9/19/2022,9/20/2022,52HL77
MIRAEHL78KOSPI200- C,-,-,9/19/2022,9/20/2022,52HL78
MIRAEHP67KOSPI200- P,-,-,9/19/2022,9/20/2022,52HP67
MIRAEHP68KOSPI200- P,-,-,9/19/2022,9/20/2022,52HP68
MIRAEHP69KOSPI200- P,-,-,9/19/2022,9/20/2022,52HP69
MIRAEHP71KOSPI200- P,-,-,9/19/2022,9/20/2022,52HP71
MIRAEHP73KOSPI200- P,-,-,9/19/2022,9/20/2022,52HP73
NSN,844,54,9/19/2022,9/20/2022,31860
SCM,"6,600",150,9/19/2022,9/20/2022,298060
YURA TECH.,"8,840",140,9/19/2022,9/20/2022,48430
Yangjisa,"20,050",250,9/19/2022,9/20/2022,30960
AHNLAB,"65,600","1,600",9/16/2022,9/19/2022,53800
DTC,"7,960",20,9/16/2022,9/19/2022,66670
DongkukStlMill,"12,610","2,910",9/16/2022,9/19/2022,1230
Enchem,"72,500","1,000",9/16/2022,9/19/2022,348370
G.I.Tech,"4,790",5,9/16/2022,9/19/2022,382480
GenNBio,689,49,9/16/2022,9/19/2022,72520
HANA15SPAC,-,-,9/16/2022,9/19/2022,341160
HUSTEEL,"6,280",160,9/16/2022,9/19/2022,5010
Hanchang,700,6,9/16/2022,9/19/2022,5110
KBHF19KOSPI200- P,-,-,9/16/2022,9/19/2022,58HF19
KISH769KOSPI200- P,-,-,9/16/2022,9/19/2022,57H769
KISHF32SEC- P,-,-,9/16/2022,9/19/2022,57HF32
MIRAEHL76KOSPI200- C,-,-,9/16/2022,9/19/2022,52HL76
MIRAEHP67KOSPI200- P,-,-,9/16/2022,9/19/2022,52HP67
MIRAEHP68KOSPI200- P,-,-,9/16/2022,9/19/2022,52HP68
MIRAEHP69KOSPI200- P,-,-,9/16/2022,9/19/2022,52HP69
MIRAEHP72KOSPI200- P,-,-,9/16/2022,9/19/2022,52HP72
MIRAEHP73KOSPI200- P,-,-,9/16/2022,9/19/2022,52HP73
MIRAEHP75KOSPI200- P,-,-,9/16/2022,9/19/2022,52HP75
NEWFLEX,"6,570",150,9/16/2022,9/19/2022,85670
YURA TECH.,"8,840",140,9/16/2022,9/19/2022,48430
Enchem,"72,500","1,000",9/15/2022,9/16/2022,348370
HANILCHEMIC,"22,300",350,9/15/2022,9/16/2022,7770
HanmiGlobal,"32,800","1,100",9/15/2022,9/16/2022,53690
KBHE91KOSPI200- C,-,-,9/15/2022,9/16/2022,58HE91
KISHF32SEC- P,-,-,9/15/2022,9/16/2022,57HF32
Kumyang,"60,300",100,9/15/2022,9/16/2022,1570
MIRAEHN65NAVER- C,-,-,9/15/2022,9/16/2022,52HN65
MIRAEHP77KOSPI200- C,-,-,9/15/2022,9/16/2022,52HP77
NEWFLEX,"6,570",150,9/15/2022,9/16/2022,85670
SEWON E&C,254,0,9/15/2022,9/16/2022,91090
Yuanta SPAC 7,-,-,9/15/2022,9/16/2022,367460
Bioptro,"8,950",450,9/14/2022,9/15/2022,222160
DOBU MASK,"1,275",225,9/14/2022,9/15/2022,227420
Enchem,"72,500","1,000",9/14/2022,9/15/2022,348370
HANA15SPAC,-,-,9/14/2022,9/15/2022,341160
KBHE91KOSPI200- C,-,-,9/14/2022,9/15/2022,58HE91
KISH290KOSPI200- C,-,-,9/14/2022,9/15/2022,57H290
MIRAEHL83KOSPI200- C,-,-,9/14/2022,9/15/2022,52HL83
MIRAEHL84KOSPI200- C,-,-,9/14/2022,9/15/2022,52HL84
MIRAEHN65NAVER- C,-,-,9/14/2022,9/15/2022,52HN65
MIRAEHP76KOSPI200- C,-,-,9/14/2022,9/15/2022,52HP76
MIRAEHP77KOSPI200- C,-,-,9/14/2022,9/15/2022,52HP77
MediaZen,"11,910",160,9/14/2022,9/15/2022,279600
Ocean Stone,-,-,9/14/2022,9/15/2022,329020
Shinhan 6th SPAC,"1,670",13,9/14/2022,9/15/2022,333050
meerecompany,"36,400",750,9/14/2022,9/15/2022,49950
HDBIO,"33,050","1,300",9/13/2022,9/14/2022,48410
KISH290KOSPI200- C,-,-,9/13/2022,9/14/2022,57H290
MIRAEHL83KOSPI200- C,-,-,9/13/2022,9/14/2022,52HL83
MIRAEHL84KOSPI200- C,-,-,9/13/2022,9/14/2022,52HL84
SUNIC SYSTEM,"33,750",500,9/13/2022,9/14/2022,171090
YeSUN Tech,970,23,9/13/2022,9/14/2022,250930
DN AUTOMOTIVE,"83,400","2,600",9/8/2022,9/13/2022,7340
ILJIN HYSOLUS,"30,250",50,9/8/2022,9/13/2022,271940
Jayjun Cosmetic,"7,090",320,9/8/2022,9/13/2022,25620
KISHM29KOSPI200- P,-,-,9/8/2022,9/13/2022,57HM29
TOPTEC,"8,990",40,9/8/2022,9/13/2022,108230
ICH,"5,950",60,9/7/2022,9/8/2022,368600
KBHC70KOSPI200- P,-,-,9/7/2022,9/8/2022,58HC70
KISHM20KOSPI200- P,-,-,9/7/2022,9/8/2022,57HM20
KISHM29KOSPI200- P,-,-,9/7/2022,9/8/2022,57HM29
MIRAEHJ21KOSPI200- P,-,-,9/7/2022,9/8/2022,52HJ21
MIRAEHP68KOSPI200- P,-,-,9/7/2022,9/8/2022,52HP68
NOROOPAINT(1P),"13,600",30,9/7/2022,9/8/2022,90355
WILLINGS,"11,480",0,9/7/2022,9/8/2022,313760
Yuanta SPAC 7,-,-,9/7/2022,9/8/2022,367460
DOHWA ENGINEERING,"9,130",170,9/6/2022,9/7/2022,2150
HanmiGlobal,"32,800","1,100",9/6/2022,9/7/2022,53690
HanmiGlobal,"32,800","1,100",9/6/2022,9/7/2022,53690
IBKS No.12 SPAC,"2,060",30,9/6/2022,9/7/2022,335870
ICH,"5,950",60,9/6/2022,9/7/2022,368600
KBHC70KOSPI200- P,-,-,9/6/2022,9/7/2022,58HC70
KISHM30KOSPI200- P,-,-,9/6/2022,9/7/2022,57HM30
MIRAEH820DENBT- C,-,-,9/6/2022,9/7/2022,52H820
MIRAEHJ20KOSPI200- P,-,-,9/6/2022,9/7/2022,52HJ20
MIRAEHJ21KOSPI200- P,-,-,9/6/2022,9/7/2022,52HJ21
NEWFLEX,"6,570",150,9/6/2022,9/7/2022,85670
NorooHoldings(1P),"21,550",0,9/6/2022,9/7/2022,325
Yuanta SPAC 7,-,-,9/6/2022,9/7/2022,367460
Duksan Techopia,"19,550",110,9/5/2022,9/6/2022,317330
HanmiGlobal,"32,800","1,100",9/5/2022,9/6/2022,53690
HanmiGlobal,"32,800","1,100",9/5/2022,9/6/2022,53690
ICH,"5,950",60,9/5/2022,9/6/2022,368600
KANGLIM,"1,006",0,9/5/2022,9/6/2022,14200
KBH779KOSPI200- P,-,-,9/5/2022,9/6/2022,58H779
KBHC69KOSPI200- P,-,-,9/5/2022,9/6/2022,58HC69
KBHC70KOSPI200- P,-,-,9/5/2022,9/6/2022,58HC70
KISHM20KOSPI200- P,-,-,9/5/2022,9/6/2022,57HM20
KISHM26KOSPI200- P,-,-,9/5/2022,9/6/2022,57HM26
KISHM28KOSPI200- P,-,-,9/5/2022,9/6/2022,57HM28
KISHM29KOSPI200- P,-,-,9/5/2022,9/6/2022,57HM29
KISHM30KOSPI200- P,-,-,9/5/2022,9/6/2022,57HM30
KUKBO,"7,470",600,9/5/2022,9/6/2022,1140
MIRAEHJ19KOSPI200- P,-,-,9/5/2022,9/6/2022,52HJ19
MIRAEHJ20KOSPI200- P,-,-,9/5/2022,9/6/2022,52HJ20
MIRAEHJ21KOSPI200- P,-,-,9/5/2022,9/6/2022,52HJ21
MIRAEHP67KOSPI200- P,-,-,9/5/2022,9/6/2022,52HP67
MIRAEHP68KOSPI200- P,-,-,9/5/2022,9/6/2022,52HP68
Sebitchem,"93,300",100,9/5/2022,9/6/2022,107600
G2Power,"12,650",600,9/2/2022,9/5/2022,388050
KBH779KOSPI200- P,-,-,9/2/2022,9/5/2022,58H779
KISHM20KOSPI200- P,-,-,9/2/2022,9/5/2022,57HM20
KISHM24KOSPI200- P,-,-,9/2/2022,9/5/2022,57HM24
KISHM26KOSPI200- P,-,-,9/2/2022,9/5/2022,57HM26
KISHM28KOSPI200- P,-,-,9/2/2022,9/5/2022,57HM28
KSEC,"34,900","1,200",9/2/2022,9/5/2022,101670
Kumyang,"60,300",100,9/2/2022,9/5/2022,1570
LAKE,"25,250","2,900",9/2/2022,9/5/2022,281740
MIRAEHF28KOSPI200- P,-,-,9/2/2022,9/5/2022,52HF28
MIRAEHJ20KOSPI200- P,-,-,9/2/2022,9/5/2022,52HJ20
MIRAEHJ21KOSPI200- P,-,-,9/2/2022,9/5/2022,52HJ21
MIRAEHJ22KOSPI200- P,-,-,9/2/2022,9/5/2022,52HJ22
PaperCorea,"1,137",44,9/2/2022,9/5/2022,1020
Yooshin,"32,350","1,000",9/2/2022,9/5/2022,54930
BLPT,647,7,9/1/2022,9/2/2022,65170
KBH779KOSPI200- P,-,-,9/1/2022,9/2/2022,58H779
KISH735KOSPI200- P,-,-,9/1/2022,9/2/2022,57H735
KISHM21KOSPI200- P,-,-,9/1/2022,9/2/2022,57HM21
KISHM24KOSPI200- P,-,-,9/1/2022,9/2/2022,57HM24
KISHM25KOSPI200- P,-,-,9/1/2022,9/2/2022,57HM25
KISHM26KOSPI200- P,-,-,9/1/2022,9/2/2022,57HM26
LAKE,"25,250","2,900",9/1/2022,9/2/2022,281740
MIRAEHF28KOSPI200- P,-,-,9/1/2022,9/2/2022,52HF28
MIRAEHJ19KOSPI200- P,-,-,9/1/2022,9/2/2022,52HJ19
MIRAEHJ20KOSPI200- P,-,-,9/1/2022,9/2/2022,52HJ20
MIRAEHJ21KOSPI200- P,-,-,9/1/2022,9/2/2022,52HJ21
MIRAEHJ22KOSPI200- P,-,-,9/1/2022,9/2/2022,52HJ22
MIRAEHM33SEC- C,-,-,9/1/2022,9/2/2022,52HM33
MIRAEHP67KOSPI200- P,-,-,9/1/2022,9/2/2022,52HP67
PROSTEMICS,"5,920",360,9/1/2022,9/2/2022,203690
PUREUN S.BK.,"9,600",120,9/1/2022,9/2/2022,7330
SillaTextile,"2,120",20,9/1/2022,9/2/2022,1000
AMOGREENTECH,"17,250",230,8/31/2022,9/1/2022,125210
G2Power,"12,650",600,8/31/2022,9/1/2022,388050
KBH779KOSPI200- P,-,-,8/31/2022,9/1/2022,58H779
KISHM22KOSPI200- P,-,-,8/31/2022,9/1/2022,57HM22
KISHM24KOSPI200- P,-,-,8/31/2022,9/1/2022,57HM24
KISHM26KOSPI200- P,-,-,8/31/2022,9/1/2022,57HM26
KISHM27KOSPI200- P,-,-,8/31/2022,9/1/2022,57HM27
Kumbi,"95,800",200,8/31/2022,9/1/2022,8870
MIRAEHF28KOSPI200- P,-,-,8/31/2022,9/1/2022,52HF28
MIRAEHJ21KOSPI200- P,-,-,8/31/2022,9/1/2022,52HJ21
MIRAEHJ22KOSPI200- P,-,-,8/31/2022,9/1/2022,52HJ22
MIRAEHM33SEC- C,-,-,8/31/2022,9/1/2022,52HM33
HANLA IMS,"6,710",290,8/30/2022,8/31/2022,92460
HS R&A,"4,545",35,8/30/2022,8/31/2022,378850
HUSTEEL,"6,280",160,8/30/2022,8/31/2022,5010
KISHK12KOSPI200- C,-,-,8/30/2022,8/31/2022,57HK12
MIRAEHF29KOSPI200- P,-,-,8/30/2022,8/31/2022,52HF29
MIRAEHJ19KOSPI200- P,-,-,8/30/2022,8/31/2022,52HJ19
MIRAEHJ20KOSPI200- P,-,-,8/30/2022,8/31/2022,52HJ20
MIRAEHJ21KOSPI200- P,-,-,8/30/2022,8/31/2022,52HJ21
MIRAEHJ22KOSPI200- P,-,-,8/30/2022,8/31/2022,52HJ22
NARASOFT,57,1,8/30/2022,8/31/2022,288490
Sebitchem,"93,300",100,8/30/2022,8/31/2022,107600
ick,778,0,8/30/2022,8/31/2022,68940
G2Power,"12,650",600,8/29/2022,8/30/2022,388050
HUSTEEL,"6,280",160,8/29/2022,8/30/2022,5010
MIRAEHF28KOSPI200- P,-,-,8/29/2022,8/30/2022,52HF28
MIRAEHF29KOSPI200- P,-,-,8/29/2022,8/30/2022,52HF29
MIRAEHJ19KOSPI200- P,-,-,8/29/2022,8/30/2022,52HJ19
MIRAEHJ20KOSPI200- P,-,-,8/29/2022,8/30/2022,52HJ20
MIRAEHJ21KOSPI200- P,-,-,8/29/2022,8/30/2022,52HJ21
MIRAEHJ22KOSPI200- P,-,-,8/29/2022,8/30/2022,52HJ22
Energy Material Tech,"4,995",85,8/26/2022,8/29/2022,232530
HUSTEEL,"6,280",160,8/26/2022,8/29/2022,5010
HanmiGlobal,"32,800","1,100",8/26/2022,8/29/2022,53690
IL SEUNG,"4,325",225,8/26/2022,8/29/2022,333430
JTC,"4,200",25,8/26/2022,8/29/2022,950170
KISHK10KOSPI200- C,-,-,8/26/2022,8/29/2022,57HK10
KISHK11KOSPI200- C,-,-,8/26/2022,8/29/2022,57HK11
KISHK12KOSPI200- C,-,-,8/26/2022,8/29/2022,57HK12
MIRAEHJ08KOSPI200- C,-,-,8/26/2022,8/29/2022,52HJ08
MIRAEHJ09KOSPI200- C,-,-,8/26/2022,8/29/2022,52HJ09
MIRAEHJ13KOSPI200- C,-,-,8/26/2022,8/29/2022,52HJ13
MIRAEHJ14KOSPI200- C,-,-,8/26/2022,8/29/2022,52HJ14
MIRAEHJ15KOSPI200- C,-,-,8/26/2022,8/29/2022,52HJ15
SK NO.5 SPAC,-,-,8/26/2022,8/29/2022,337450
Yangjisa,"20,050",250,8/26/2022,8/29/2022,30960
DAIDONG,"8,460",60,8/25/2022,8/26/2022,8110
Doosan Enerbility,"19,270",520,8/25/2022,8/26/2022,34020
Eutilex,"4,685",135,8/25/2022,8/26/2022,263050
HANA TECHNOLOGY,"70,000",300,8/25/2022,8/26/2022,299030
HUSTEEL,"6,280",160,8/25/2022,8/26/2022,5010
HanChang Biotech,"1,450",45,8/25/2022,8/26/2022,43090
IL SEUNG,"4,325",225,8/25/2022,8/26/2022,333430
JTC,"4,200",25,8/25/2022,8/26/2022,950170
JTC,"4,200",25,8/25/2022,8/26/2022,950170
KBHC70KOSPI200- P,-,-,8/25/2022,8/26/2022,58HC70
Kogas,"25,700",500,8/25/2022,8/26/2022,36460
LX INT,"34,650","2,550",8/25/2022,8/26/2022,1120
MIRAEHJ08KOSPI200- C,-,-,8/25/2022,8/26/2022,52HJ08
MiraeING,"1,803",4,8/25/2022,8/26/2022,7120
POSCO INTERNATIONAL,"37,800","1,600",8/25/2022,8/26/2022,47050
AT semicon,600,0,8/24/2022,8/25/2022,89530
DAIDONG,"8,460",60,8/24/2022,8/25/2022,8110
HanChang Biotech,"1,450",45,8/24/2022,8/25/2022,43090
KBHC70KOSPI200- P,-,-,8/24/2022,8/25/2022,58HC70
LX INT,"34,650","2,550",8/24/2022,8/25/2022,1120
MIRAEHF28KOSPI200- P,-,-,8/24/2022,8/25/2022,52HF28
MIRAEHJ19KOSPI200- P,-,-,8/24/2022,8/25/2022,52HJ19
MIRAEHJ20KOSPI200- P,-,-,8/24/2022,8/25/2022,52HJ20
MIRAEHJ21KOSPI200- P,-,-,8/24/2022,8/25/2022,52HJ21
MIRAEHJ22KOSPI200- P,-,-,8/24/2022,8/25/2022,52HJ22
N2TECH,"1,193",8,8/24/2022,8/25/2022,227950
SKB,"14,800",940,8/24/2022,8/25/2022,14620
CORESTEM,"8,100",30,8/23/2022,8/24/2022,166480
DAESUNGENERGY,"8,480",30,8/23/2022,8/24/2022,117580
Doosan Enerbility,"19,270",520,8/23/2022,8/24/2022,34020
Fantagio,620,6,8/23/2022,8/24/2022,32800
GSE,"3,745",75,8/23/2022,8/24/2022,53050
JA Enervis,"19,290",160,8/23/2022,8/24/2022,440
KBH779KOSPI200- P,-,-,8/23/2022,8/24/2022,58H779
KBHC70KOSPI200- P,-,-,8/23/2022,8/24/2022,58HC70
Kogas,"25,700",500,8/23/2022,8/24/2022,36460
MIRAEHF28KOSPI200- P,-,-,8/23/2022,8/24/2022,52HF28
MIRAEHF29KOSPI200- P,-,-,8/23/2022,8/24/2022,52HF29
MIRAEHF30KOSPI200- P,-,-,8/23/2022,8/24/2022,52HF30
MIRAEHJ19KOSPI200- P,-,-,8/23/2022,8/24/2022,52HJ19
MIRAEHJ20KOSPI200- P,-,-,8/23/2022,8/24/2022,52HJ20
MIRAEHJ21KOSPI200- P,-,-,8/23/2022,8/24/2022,52HJ21
MIRAEHJ22KOSPI200- P,-,-,8/23/2022,8/24/2022,52HJ22
Me2on,"3,480",25,8/23/2022,8/24/2022,201490
KBH779KOSPI200- P,-,-,8/22/2022,8/23/2022,58H779
MIRAEHF28KOSPI200- P,-,-,8/22/2022,8/23/2022,52HF28
MIRAEHF29KOSPI200- P,-,-,8/22/2022,8/23/2022,52HF29
MIRAEHF30KOSPI200- P,-,-,8/22/2022,8/23/2022,52HF30
MIRAEHJ19KOSPI200- P,-,-,8/22/2022,8/23/2022,52HJ19
MIRAEHJ20KOSPI200- P,-,-,8/22/2022,8/23/2022,52HJ20
MIRAEHJ21KOSPI200- P,-,-,8/22/2022,8/23/2022,52HJ21
MIRAEHJ22KOSPI200- P,-,-,8/22/2022,8/23/2022,52HJ22
Me2on,"3,480",25,8/22/2022,8/23/2022,201490
Modata,"3,195",50,8/22/2022,8/23/2022,288980
AGABANG&CO,"3,425",60,8/19/2022,8/22/2022,13990
HUSTEEL,"6,280",160,8/19/2022,8/22/2022,5010
Kornic Automation,"3,510",10,8/19/2022,8/22/2022,391710
MIRAEHF28KOSPI200- P,-,-,8/19/2022,8/22/2022,52HF28
MIRAEHF29KOSPI200- P,-,-,8/19/2022,8/22/2022,52HF29
MIRAEHF30KOSPI200- P,-,-,8/19/2022,8/22/2022,52HF30
MIRAEHJ21KOSPI200- P,-,-,8/19/2022,8/22/2022,52HJ21
MIRAEHJ22KOSPI200- P,-,-,8/19/2022,8/22/2022,52HJ22
Me2on,"3,480",25,8/19/2022,8/22/2022,201490
SKB,"14,800",940,8/19/2022,8/22/2022,14620
YoulchonChem,"36,650","1,050",8/19/2022,8/22/2022,8730
HUSTEEL,"6,280",160,8/18/2022,8/19/2022,5010
Kogas,"25,700",500,8/18/2022,8/19/2022,36460
MIRAEHF30KOSPI200- P,-,-,8/18/2022,8/19/2022,52HF30
MOTREX,"19,890",210,8/18/2022,8/19/2022,118990
Rainbow Robotics,"99,200",500,8/18/2022,8/19/2022,277810
SK NO.5 SPAC,-,-,8/18/2022,8/19/2022,337450
THQ,668,61,8/18/2022,8/19/2022,192410
BFLYSOFT,"1,180",16,8/17/2022,8/18/2022,148780
DMENG,"24,000",900,8/17/2022,8/18/2022,389260
HUSTEEL,"6,280",160,8/17/2022,8/18/2022,5010
KISH726KOSPI200- C,-,-,8/17/2022,8/18/2022,57H726
Picogram,"10,700",110,8/17/2022,8/18/2022,376180
SBW Life Sciences,519,1,8/17/2022,8/18/2022,151910
4by4,"12,460",350,8/16/2022,8/17/2022,389140
Charm Engineering,655,3,8/16/2022,8/17/2022,9310
DMENG,"24,000",900,8/16/2022,8/17/2022,389260
KBHC56KOSPI200- C,-,-,8/16/2022,8/17/2022,58HC56
MIRAEHJ07KOSPI200- C,-,-,8/16/2022,8/17/2022,52HJ07
MIRAEHJ08KOSPI200- C,-,-,8/16/2022,8/17/2022,52HJ08
MIRAEHJ09KOSPI200- C,-,-,8/16/2022,8/17/2022,52HJ09
MIRAEHJ10KOSPI200- C,-,-,8/16/2022,8/17/2022,52HJ10
ONE4U,"1,133",73,8/16/2022,8/17/2022,122830
SBW Life Sciences,519,1,8/16/2022,8/17/2022,151910
HUSTEEL,"6,280",160,8/12/2022,8/16/2022,5010
Kornic Automation,"3,510",10,8/12/2022,8/16/2022,391710
MIRAEHJ08KOSPI200- C,-,-,8/12/2022,8/16/2022,52HJ08
