Name,Current Price,Change,Disclosure Date,Designation,Code
KISHP28KOSPI200- P,-,-,3/29/2023,3/30/2023,57HP28
MIRAEHAJGKOSPI200- C,-,-,3/29/2023,3/30/2023,52HAJG
MIRAEHAKFKOSPI200- P,-,-,3/29/2023,3/30/2023,52HAKF
MIRAI,"29,800",600,3/29/2023,3/30/2023,254490
SSDELTATECH,"11,120",550,3/29/2023,3/30/2023,65350
SW HITECH,"9,160",20,3/29/2023,3/30/2023,15750
VERNE,154,18,3/29/2023,3/30/2023,322190
YAS,"12,270",60,3/29/2023,3/30/2023,255440
YAS,"12,270",60,3/29/2023,3/30/2023,255440
HANMISemi,"29,100",50,3/28/2023,3/29/2023,42700
HPSP,"31,450",650,3/28/2023,3/29/2023,403870
JOONGANGDNM,"4,460",120,3/28/2023,3/29/2023,51980
Justem,"20,150",200,3/28/2023,3/29/2023,417840
KBHN49KOSPI200- C,-,-,3/28/2023,3/29/2023,58HN49
KISHP28KOSPI200- P,-,-,3/28/2023,3/29/2023,57HP28
KISJ014LGensol- C,-,-,3/28/2023,3/29/2023,57J014
KISJ048POSCOH- C,160,5,3/28/2023,3/29/2023,57J048
KOSSEN,"5,330",10,3/28/2023,3/29/2023,9730
Kwangmu,"3,450",20,3/28/2023,3/29/2023,29480
LEMON,"8,050",140,3/28/2023,3/29/2023,294140
MIRAEHAJBKOSPI200- C,-,-,3/28/2023,3/29/2023,52HAJB
MIRAEHASFKOSPI200- C,-,-,3/28/2023,3/29/2023,52HASF
OUTIN,"3,185",735,3/28/2023,3/29/2023,227610
SCD,"57,600",400,3/28/2023,3/29/2023,250
TCC STEEL,"40,900","1,450",3/28/2023,3/29/2023,2710
Urban Lithium,"24,900",700,3/28/2023,3/29/2023,73570
CHOILALUMINUM,"3,050",125,3/27/2023,3/28/2023,18470
Codes Combine,"2,185",75,3/27/2023,3/28/2023,47770
EG,"20,250",300,3/27/2023,3/28/2023,37370
EMnI,"2,890",10,3/27/2023,3/28/2023,83470
Everybot,"15,990",30,3/27/2023,3/28/2023,270660
GRT,"4,900",10,3/27/2023,3/28/2023,900290
KBHN49KOSPI200- C,-,-,3/27/2023,3/28/2023,58HN49
KBHN50KOSPI200- C,-,-,3/27/2023,3/28/2023,58HN50
KISHP28KOSPI200- P,-,-,3/27/2023,3/28/2023,57HP28
KISHP34KOSPI200- C,-,-,3/27/2023,3/28/2023,57HP34
KISJ154POSCOCHE- C,-,-,3/27/2023,3/28/2023,57J154
MIRAEHAJBKOSPI200- C,-,-,3/27/2023,3/28/2023,52HAJB
MIRAEHAJZKOSPI200- P,-,-,3/27/2023,3/28/2023,52HAJZ
MIRAEHASFKOSPI200- C,-,-,3/27/2023,3/28/2023,52HASF
MIRAEHASSKOSPI200- P,-,-,3/27/2023,3/28/2023,52HASS
ORGANIC TEA COSMETICS,186,5,3/27/2023,3/28/2023,900300
POSCO M-TECH,"26,600",400,3/27/2023,3/28/2023,9520
SPG,"33,100",200,3/27/2023,3/28/2023,58610
VITCELL,"19,410",320,3/27/2023,3/28/2023,82920
CHOILALUMINUM,"3,050",125,3/24/2023,3/27/2023,18470
CHOILALUMINUM,"3,050",125,3/24/2023,3/27/2023,18470
CUREXO,"12,680",370,3/24/2023,3/27/2023,60280
DB HiTek,"64,200",0,3/24/2023,3/27/2023,990
DB HiTek,"64,200",0,3/24/2023,3/27/2023,990
DPECO,"4,010",0,3/24/2023,3/27/2023,163430
GAONCHIPS,"31,050",50,3/24/2023,3/27/2023,399720
HANNONG,"21,450",150,3/24/2023,3/27/2023,11500
INTOPS,"35,500",950,3/24/2023,3/27/2023,49070
IsuChem,"33,100",150,3/24/2023,3/27/2023,5950
KBHN49KOSPI200- C,-,-,3/24/2023,3/27/2023,58HN49
KISHP30KOSPI200- P,-,-,3/24/2023,3/27/2023,57HP30
KISHP31KOSPI200- P,-,-,3/24/2023,3/27/2023,57HP31
KISHP34KOSPI200- C,-,-,3/24/2023,3/27/2023,57HP34
KISJ048POSCOH- C,160,5,3/24/2023,3/27/2023,57J048
KISJ154POSCOCHE- C,-,-,3/24/2023,3/27/2023,57J154
MIRAEHAJBKOSPI200- C,-,-,3/24/2023,3/27/2023,52HAJB
MIRAEHAJEKOSPI200- C,-,-,3/24/2023,3/27/2023,52HAJE
MIRAEHAJGKOSPI200- C,-,-,3/24/2023,3/27/2023,52HAJG
MIRAEHASFKOSPI200- C,-,-,3/24/2023,3/27/2023,52HASF
MNtech,"23,650",250,3/24/2023,3/27/2023,95500
Telechips,"20,350",300,3/24/2023,3/27/2023,54450
UTI,"21,950",400,3/24/2023,3/27/2023,179900
WINTEC,"3,645",25,3/24/2023,3/27/2023,320000
CAPRO,833,11,3/23/2023,3/24/2023,6380
CHOILALUMINUM,"3,050",125,3/23/2023,3/24/2023,18470
GRT,"4,900",10,3/23/2023,3/24/2023,900290
GRT,"4,900",10,3/23/2023,3/24/2023,900290
HANNONG,"21,450",150,3/23/2023,3/24/2023,11500
HANNONG,"21,450",150,3/23/2023,3/24/2023,11500
KBHN49KOSPI200- C,-,-,3/23/2023,3/24/2023,58HN49
KISHP34KOSPI200- C,-,-,3/23/2023,3/24/2023,57HP34
KISHS35KOSPI200- C,-,-,3/23/2023,3/24/2023,57HS35
KISHS36KOSPI200- C,-,-,3/23/2023,3/24/2023,57HS36
KISHS51KOSPI200- C,-,-,3/23/2023,3/24/2023,57HS51
Kumyang,"60,300",100,3/23/2023,3/24/2023,1570
MIRAEHAJEKOSPI200- C,-,-,3/23/2023,3/24/2023,52HAJE
MIRAEHAJGKOSPI200- C,-,-,3/23/2023,3/24/2023,52HAJG
MIRAEHR87POSCOH- C,-,-,3/23/2023,3/24/2023,52HR87
MIRAEHW94SEC- C,-,-,3/23/2023,3/24/2023,52HW94
Model Solution,"20,300",250,3/23/2023,3/24/2023,417970
NSN,844,54,3/23/2023,3/24/2023,31860
ORGANIC TEA COSMETICS,186,5,3/23/2023,3/24/2023,900300
Plumbline Life Sciences,"5,190",20,3/23/2023,3/24/2023,222670
Rainbow Robotics,"99,200",500,3/23/2023,3/24/2023,277810
SMEC,"2,300",35,3/23/2023,3/24/2023,99440
SamyoungChem,"4,230",45,3/23/2023,3/24/2023,3720
WINTEC,"3,645",25,3/23/2023,3/24/2023,320000
COSMOCHEM,"54,900","1,300",3/22/2023,3/23/2023,5420
CosmoAM&T,"215,000","6,000",3/22/2023,3/23/2023,5070
HANJOO LIGHT METAL,"5,280",90,3/22/2023,3/23/2023,198940
IljeongInd,"12,900",0,3/22/2023,3/23/2023,8500
IsuChem,"33,100",150,3/22/2023,3/23/2023,5950
KISHP34KOSPI200- C,-,-,3/22/2023,3/23/2023,57HP34
KISHS44KOSPI200- P,-,-,3/22/2023,3/23/2023,57HS44
KISHS51KOSPI200- C,-,-,3/22/2023,3/23/2023,57HS51
KISJ048POSCOH- C,160,5,3/22/2023,3/23/2023,57J048
MIRAEHAJEKOSPI200- C,-,-,3/22/2023,3/23/2023,52HAJE
MIRAEHAJGKOSPI200- C,-,-,3/22/2023,3/23/2023,52HAJG
MIRAEHR87POSCOH- C,-,-,3/22/2023,3/23/2023,52HR87
MIRAEHW94SEC- C,-,-,3/22/2023,3/23/2023,52HW94
ORGANIC TEA COSMETICS,186,5,3/22/2023,3/23/2023,900300
S Connect,"1,506",18,3/22/2023,3/23/2023,96630
TOP MATERIAL,"68,100","1,400",3/22/2023,3/23/2023,360070
WOORIM PTS,"6,990",140,3/22/2023,3/23/2023,101170
"YSFC Co.,Ltd","189,300","1,000",3/22/2023,3/23/2023,372170
BLADE Ent,"1,299",15,3/21/2023,3/22/2023,44480
BLADE Ent,"1,299",15,3/21/2023,3/22/2023,44480
CSA Cosmic,"1,551",49,3/21/2023,3/22/2023,83660
CSA Cosmic,"1,551",49,3/21/2023,3/22/2023,83660
CUROHOLDINGS,417,2,3/21/2023,3/22/2023,51780
CosmoAM&T,"215,000","6,000",3/21/2023,3/22/2023,5070
DPECO,"4,010",0,3/21/2023,3/22/2023,163430
ELCOMTEC,"1,569",6,3/21/2023,3/22/2023,37950
G Enone Energy,"12,800",270,3/21/2023,3/22/2023,270520
KANGWON ENERGY,"28,000",550,3/21/2023,3/22/2023,114190
KBHM47KOSPI200- P,-,-,3/21/2023,3/22/2023,58HM47
KBHN50KOSPI200- C,-,-,3/21/2023,3/22/2023,58HN50
KBJP66KOSPI200- P,-,-,3/21/2023,3/22/2023,58JP66
MIRAEHAJEKOSPI200- C,-,-,3/21/2023,3/22/2023,52HAJE
MIRAEHAJHKOSPI200- C,-,-,3/21/2023,3/22/2023,52HAJH
MIRAEHR87POSCOH- C,-,-,3/21/2023,3/22/2023,52HR87
MIRAEHW94SEC- C,-,-,3/21/2023,3/22/2023,52HW94
Micro Digital,"8,520",20,3/21/2023,3/22/2023,305090
NEUROMEKA,"35,500",100,3/21/2023,3/22/2023,348340
ONE4U,"1,133",73,3/21/2023,3/22/2023,122830
ORGANIC TEA COSMETICS,186,5,3/21/2023,3/22/2023,900300
Rainbow Robotics,"99,200",500,3/21/2023,3/22/2023,277810
S Connect,"1,506",18,3/21/2023,3/22/2023,96630
S Connect,"1,506",18,3/21/2023,3/22/2023,96630
Zaigle,"18,140",140,3/21/2023,3/22/2023,234920
ASTA,"9,260",400,3/20/2023,3/21/2023,246720
ASTA,"9,260",400,3/20/2023,3/21/2023,246720
Bioptro,"8,950",450,3/20/2023,3/21/2023,222160
CANARIABIO,"28,800","1,700",3/20/2023,3/21/2023,16790
Cosnine,924,4,3/20/2023,3/21/2023,82660
HiDeep,"2,500",60,3/20/2023,3/21/2023,365590
ICD,"11,600",680,3/20/2023,3/21/2023,40910
KBHL02KOSPI200- P,-,-,3/20/2023,3/21/2023,58HL02
KBHL03KOSPI200- P,-,-,3/20/2023,3/21/2023,58HL03
KBHL04KOSPI200- P,-,-,3/20/2023,3/21/2023,58HL04
KBHN45KOSPI200- C,-,-,3/20/2023,3/21/2023,58HN45
KBHN46KOSPI200- C,-,-,3/20/2023,3/21/2023,58HN46
KBHN47KOSPI200- C,-,-,3/20/2023,3/21/2023,58HN47
KBHN49KOSPI200- C,-,-,3/20/2023,3/21/2023,58HN49
MIRAEHAJJKOSPI200- C,-,-,3/20/2023,3/21/2023,52HAJJ
MIRAEHAKDKOSPI200- P,-,-,3/20/2023,3/21/2023,52HAKD
MIRAEHAKEKOSPI200- P,-,-,3/20/2023,3/21/2023,52HAKE
MIRAEHAKFKOSPI200- P,-,-,3/20/2023,3/21/2023,52HAKF
MIRAEHAKGKOSPI200- P,-,-,3/20/2023,3/21/2023,52HAKG
Micro Digital,"8,520",20,3/20/2023,3/21/2023,305090
Micro Digital,"8,520",20,3/20/2023,3/21/2023,305090
S Connect,"1,506",18,3/20/2023,3/21/2023,96630
SELVAS Healthcare,"7,180",250,3/20/2023,3/21/2023,208370
SamaAlum,"115,600","9,200",3/20/2023,3/21/2023,6110
Sukgyung,"61,100",100,3/20/2023,3/21/2023,357550
Zaigle,"18,140",140,3/20/2023,3/21/2023,234920
meerecompany,"36,400",750,3/20/2023,3/21/2023,49950
ASTA,"9,260",400,3/17/2023,3/20/2023,246720
CTC BIO,"10,140",60,3/17/2023,3/20/2023,60590
GRT,"4,900",10,3/17/2023,3/20/2023,900290
ITCEN,"3,965",30,3/17/2023,3/20/2023,124500
JLK,"11,600","1,080",3/17/2023,3/20/2023,322510
KBHL01KOSPI200- P,-,-,3/17/2023,3/20/2023,58HL01
KBHL04KOSPI200- P,-,-,3/17/2023,3/20/2023,58HL04
KBHN45KOSPI200- C,-,-,3/17/2023,3/20/2023,58HN45
KISJ048POSCOH- C,160,5,3/17/2023,3/20/2023,57J048
KISJ086KIA- C,-,-,3/17/2023,3/20/2023,57J086
Korea No.11 SPAC,"2,790",0,3/17/2023,3/20/2023,436610
MIRAEHAJEKOSPI200- C,-,-,3/17/2023,3/20/2023,52HAJE
MIRAEHAJGKOSPI200- C,-,-,3/17/2023,3/20/2023,52HAJG
MIRAEHAJHKOSPI200- C,-,-,3/17/2023,3/20/2023,52HAJH
MIRAEHASFKOSPI200- C,-,-,3/17/2023,3/20/2023,52HASF
MIRAEHM69SKH- C,-,-,3/17/2023,3/20/2023,52HM69
ONE4U,"1,133",73,3/17/2023,3/20/2023,122830
PRO2000,"3,065",55,3/17/2023,3/20/2023,321260
SFASemicon,"5,810",20,3/17/2023,3/20/2023,36540
SPSystems,"14,680",90,3/17/2023,3/20/2023,317830
SPSystems,"14,680",90,3/17/2023,3/20/2023,317830
SamaAlum,"115,600","9,200",3/17/2023,3/20/2023,6110
VERNE,154,18,3/17/2023,3/20/2023,322190
Zaigle,"18,140",140,3/17/2023,3/20/2023,234920
CTC BIO,"10,140",60,3/16/2023,3/17/2023,60590
Clean & Science,"8,050",130,3/16/2023,3/17/2023,45520
ECOPLASTIC,"6,200",50,3/16/2023,3/17/2023,38110
ELCOMTEC,"1,569",6,3/16/2023,3/17/2023,37950
EMRO,"45,150","2,200",3/16/2023,3/17/2023,58970
ILJIN ELECTRIC,"9,090",330,3/16/2023,3/17/2023,103590
ITCEN,"3,965",30,3/16/2023,3/17/2023,124500
KBHL02KOSPI200- P,-,-,3/16/2023,3/17/2023,58HL02
KBHL04KOSPI200- P,-,-,3/16/2023,3/17/2023,58HL04
KD,829,11,3/16/2023,3/17/2023,44180
KISJ086KIA- C,-,-,3/16/2023,3/17/2023,57J086
MIRAEHAKBKOSPI200- P,-,-,3/16/2023,3/17/2023,52HAKB
MIRAEHAKCKOSPI200- P,-,-,3/16/2023,3/17/2023,52HAKC
MIRAEHAKDKOSPI200- P,-,-,3/16/2023,3/17/2023,52HAKD
MIRAEHAKEKOSPI200- P,-,-,3/16/2023,3/17/2023,52HAKE
MIRAEHAKFKOSPI200- P,-,-,3/16/2023,3/17/2023,52HAKF
MIRAEHAKGKOSPI200- P,-,-,3/16/2023,3/17/2023,52HAKG
MIRAEHAKHKOSPI200- P,-,-,3/16/2023,3/17/2023,52HAKH
MIRAEHASEKOSPI200- C,-,-,3/16/2023,3/17/2023,52HASE
MIRAEHASRKOSPI200- P,-,-,3/16/2023,3/17/2023,52HASR
ONE4U,"1,133",73,3/16/2023,3/17/2023,122830
Zaigle,"18,140",140,3/16/2023,3/17/2023,234920
DI DONGIL,"22,250",400,3/15/2023,3/16/2023,1530
Didim E&F,"1,282",37,3/15/2023,3/16/2023,217620
ECOPRO,"740,000","30,000",3/15/2023,3/16/2023,86520
ENPLUS,"10,970",170,3/15/2023,3/16/2023,74610
GenNBio,689,49,3/15/2023,3/16/2023,72520
KANGWON ENERGY,"28,000",550,3/15/2023,3/16/2023,114190
KANGWON ENERGY,"28,000",550,3/15/2023,3/16/2023,114190
KBHN57KOSPI200- P,-,-,3/15/2023,3/16/2023,58HN57
KCS,"8,680",380,3/15/2023,3/16/2023,115500
KISJ086KIA- C,-,-,3/15/2023,3/16/2023,57J086
MIRAEHAKCKOSPI200- P,-,-,3/15/2023,3/16/2023,52HAKC
MIRAEHAKDKOSPI200- P,-,-,3/15/2023,3/16/2023,52HAKD
MIRAEHAKEKOSPI200- P,-,-,3/15/2023,3/16/2023,52HAKE
MIRAEHAKFKOSPI200- P,-,-,3/15/2023,3/16/2023,52HAKF
MIRAEHAKGKOSPI200- P,-,-,3/15/2023,3/16/2023,52HAKG
MIRAEHAKHKOSPI200- P,-,-,3/15/2023,3/16/2023,52HAKH
MIRAEHASRKOSPI200- P,-,-,3/15/2023,3/16/2023,52HASR
MiCo Bio,"4,690",110,3/15/2023,3/16/2023,214610
NARASOFT,57,1,3/15/2023,3/16/2023,288490
NSM,440,1,3/15/2023,3/16/2023,238170
OKONG Corp.,"3,245",20,3/15/2023,3/16/2023,45060
TCC STEEL,"40,900","1,450",3/15/2023,3/16/2023,2710
THiRA-UTECH,"13,910",230,3/15/2023,3/16/2023,322180
BRIDGETEC,"9,180",80,3/14/2023,3/15/2023,64480
Didim E&F,"1,282",37,3/14/2023,3/15/2023,217620
Didim E&F,"1,282",37,3/14/2023,3/15/2023,217620
ECOPRO,"740,000","30,000",3/14/2023,3/15/2023,86520
ENJET,"25,150",0,3/14/2023,3/15/2023,419080
ENPLUS,"10,970",170,3/14/2023,3/15/2023,74610
Gencurix,"3,260",45,3/14/2023,3/15/2023,229000
KBHN57KOSPI200- P,-,-,3/14/2023,3/15/2023,58HN57
KCS,"8,680",380,3/14/2023,3/15/2023,115500
KISHS44KOSPI200- P,-,-,3/14/2023,3/15/2023,57HS44
KISJ086KIA- C,-,-,3/14/2023,3/15/2023,57J086
MIRAEHAKCKOSPI200- P,-,-,3/14/2023,3/15/2023,52HAKC
MIRAEHAKDKOSPI200- P,-,-,3/14/2023,3/15/2023,52HAKD
MIRAEHAKEKOSPI200- P,-,-,3/14/2023,3/15/2023,52HAKE
MIRAEHAKFKOSPI200- P,-,-,3/14/2023,3/15/2023,52HAKF
MIRAEHAKGKOSPI200- P,-,-,3/14/2023,3/15/2023,52HAKG
MIRAEHAKHKOSPI200- P,-,-,3/14/2023,3/15/2023,52HAKH
MIRAEHASRKOSPI200- P,-,-,3/14/2023,3/15/2023,52HASR
MIRAEHASSKOSPI200- P,-,-,3/14/2023,3/15/2023,52HASS
MIRAEHASTKOSPI200- P,-,-,3/14/2023,3/15/2023,52HAST
MIRAEJ008SEC- P,10,0,3/14/2023,3/15/2023,52J008
MiCo Bio,"4,690",110,3/14/2023,3/15/2023,214610
Robo3,570,11,3/14/2023,3/15/2023,238500
Robo3,570,11,3/14/2023,3/15/2023,238500
SAE DONG,"2,070",15,3/14/2023,3/15/2023,53060
SELVAS AI,"20,050",260,3/14/2023,3/15/2023,108860
SIMMTECH HOLDINGS,"3,080",60,3/14/2023,3/15/2023,36710
ECOPRO,"740,000","30,000",3/13/2023,3/14/2023,86520
ENPLUS,"10,970",170,3/13/2023,3/14/2023,74610
Genome&Company,"18,340",70,3/13/2023,3/14/2023,314130
HUMASIS,"2,535",55,3/13/2023,3/14/2023,205470
ISAAC Engineering,"10,520",120,3/13/2023,3/14/2023,351330
KANGWON ENERGY,"28,000",550,3/13/2023,3/14/2023,114190
KCS,"8,680",380,3/13/2023,3/14/2023,115500
KISHS44KOSPI200- P,-,-,3/13/2023,3/14/2023,57HS44
KUK-IL PAPER,800,0,3/13/2023,3/14/2023,78130
KYGP,"16,480",320,3/13/2023,3/14/2023,282720
Konan Technology,"75,400","3,100",3/13/2023,3/14/2023,402030
MIRAEHAKEKOSPI200- P,-,-,3/13/2023,3/14/2023,52HAKE
MIRAEHAKFKOSPI200- P,-,-,3/13/2023,3/14/2023,52HAKF
MIRAEHAKGKOSPI200- P,-,-,3/13/2023,3/14/2023,52HAKG
MIRAEHAKHKOSPI200- P,-,-,3/13/2023,3/14/2023,52HAKH
MIRAEHASRKOSPI200- P,-,-,3/13/2023,3/14/2023,52HASR
MIRAEHASSKOSPI200- P,-,-,3/13/2023,3/14/2023,52HASS
MIRAEHASTKOSPI200- P,-,-,3/13/2023,3/14/2023,52HAST
MiCo Bio,"4,690",110,3/13/2023,3/14/2023,214610
MiCo Bio,"4,690",110,3/13/2023,3/14/2023,214610
NARASOFT,57,1,3/13/2023,3/14/2023,288490
Robo3,570,11,3/13/2023,3/14/2023,238500
Robo3,570,11,3/13/2023,3/14/2023,238500
DOUZONE BIZON,"30,000",250,3/10/2023,3/13/2023,12510
KBHN63KOSPI200- P,-,-,3/10/2023,3/13/2023,58HN63
KCS,"8,680",380,3/10/2023,3/13/2023,115500
KIM ANKOR OIL,671,19,3/10/2023,3/13/2023,152550
MIRAEHAKGKOSPI200- P,-,-,3/10/2023,3/13/2023,52HAKG
MIRAEHAKHKOSPI200- P,-,-,3/10/2023,3/13/2023,52HAKH
MIRAEHARYKOSPI200- C,-,-,3/10/2023,3/13/2023,52HARY
MIRAEHASRKOSPI200- P,-,-,3/10/2023,3/13/2023,52HASR
MIRAEHASSKOSPI200- P,-,-,3/10/2023,3/13/2023,52HASS
MIRAEHY38LG CHEM- C,-,-,3/10/2023,3/13/2023,52HY38
MiCo Bio,"4,690",110,3/10/2023,3/13/2023,214610
SAE DONG,"2,070",15,3/10/2023,3/13/2023,53060
BIODYNE,"38,050",400,3/9/2023,3/10/2023,314930
Biotoxtech,"7,440",0,3/9/2023,3/10/2023,86040
Celltrionph,"83,200",800,3/9/2023,3/10/2023,68760
DOUZONE BIZON,"30,000",250,3/9/2023,3/10/2023,12510
Fine M-Tec,"9,860",160,3/9/2023,3/10/2023,441270
Golden Century,227,2,3/9/2023,3/10/2023,900280
HLB SCIENCE,"2,400",5,3/9/2023,3/10/2023,343090
HUMAX Holdings,"8,050",150,3/9/2023,3/10/2023,28080
KBHN63KOSPI200- P,-,-,3/9/2023,3/10/2023,58HN63
KH VATEC,"21,150",50,3/9/2023,3/10/2023,60720
KUK-IL PAPER,800,0,3/9/2023,3/10/2023,78130
KYUNGDONG INVEST,"95,300","1,100",3/9/2023,3/10/2023,12320
Korea No.11 SPAC,"2,790",0,3/9/2023,3/10/2023,436610
MIRAEHAKHKOSPI200- P,-,-,3/9/2023,3/10/2023,52HAKH
MIRAEHY38LG CHEM- C,-,-,3/9/2023,3/10/2023,52HY38
Polaris Office,"3,275",15,3/9/2023,3/10/2023,41020
RAONTECH,"10,950",350,3/9/2023,3/10/2023,418420
TAEKYUNG BK,"7,350",50,3/9/2023,3/10/2023,14580
TechL,"6,050",50,3/9/2023,3/10/2023,64520
Abpro Bio,505,7,3/8/2023,3/9/2023,195990
Abpro Bio,505,7,3/8/2023,3/9/2023,195990
BK Holdings,"1,494",39,3/8/2023,3/9/2023,50090
CANARIABIO,"28,800","1,700",3/8/2023,3/9/2023,16790
CosmoAM&T,"215,000","6,000",3/8/2023,3/9/2023,5070
DOUZONE BIZON,"30,000",250,3/8/2023,3/9/2023,12510
ECOPRO,"740,000","30,000",3/8/2023,3/9/2023,86520
Golden Century,227,2,3/8/2023,3/9/2023,900280
HANNONG,"21,450",150,3/8/2023,3/9/2023,11500
Hydro Lithium,"34,900","1,200",3/8/2023,3/9/2023,101670
KGC,"40,750","4,100",3/8/2023,3/9/2023,1390
KIM ANKOR OIL,671,19,3/8/2023,3/9/2023,152550
KUK-IL PAPER,800,0,3/8/2023,3/9/2023,78130
Korea No.11 SPAC,"2,790",0,3/8/2023,3/9/2023,436610
Kumyang,"60,300",100,3/8/2023,3/9/2023,1570
MIRAEHW67KOSPI200- C,-,-,3/8/2023,3/9/2023,52HW67
MOTREX,"19,890",210,3/8/2023,3/9/2023,118990
N2TECH,"1,193",8,3/8/2023,3/9/2023,227950
NOVMETAPHARMA,"14,490",140,3/8/2023,3/9/2023,229500
Noble M&B,411,0,3/8/2023,3/9/2023,106520
POSCO CHEMICAL,"381,500","7,500",3/8/2023,3/9/2023,3670
POSCO M-TECH,"26,600",400,3/8/2023,3/9/2023,9520
Plumbline Life Sciences,"5,190",20,3/8/2023,3/9/2023,222670
SME,"117,600","2,800",3/8/2023,3/9/2023,41510
YCCHEM,"12,370",280,3/8/2023,3/9/2023,112290
CIS,"14,110",650,3/7/2023,3/8/2023,222080
CosmoAM&T,"215,000","6,000",3/7/2023,3/8/2023,5070
ENPLUS,"10,970",170,3/7/2023,3/8/2023,74610
G Enone Energy,"12,800",270,3/7/2023,3/8/2023,270520
Golden Century,227,2,3/7/2023,3/8/2023,900280
HANNONG,"21,450",150,3/7/2023,3/8/2023,11500
LEMON,"8,050",140,3/7/2023,3/8/2023,294140
MIRAEHAJBKOSPI200- C,-,-,3/7/2023,3/8/2023,52HAJB
MIRAEHN53LGE- C,-,-,3/7/2023,3/8/2023,52HN53
MIRAEHZ45KOSPI200- C,-,-,3/7/2023,3/8/2023,52HZ45
MiCo,"9,020",90,3/7/2023,3/8/2023,59090
NARASOFT,57,1,3/7/2023,3/8/2023,288490
NewGLAB Pharma,"1,383",0,3/7/2023,3/8/2023,214870
Polaris Office,"3,275",15,3/7/2023,3/8/2023,41020
Polaris Office,"3,275",15,3/7/2023,3/8/2023,41020
Polaris Office,"3,275",15,3/7/2023,3/8/2023,41020
SDBIO,349,0,3/7/2023,3/8/2023,217480
Yujin Robot,"6,090",20,3/7/2023,3/8/2023,56080
COSMOCHEM,"54,900","1,300",3/6/2023,3/7/2023,5420
ECOPRO,"740,000","30,000",3/6/2023,3/7/2023,86520
ECOPROBM,"266,000","7,500",3/6/2023,3/7/2023,247540
Elivision,607,12,3/6/2023,3/7/2023,276240
HANNONG,"21,450",150,3/6/2023,3/7/2023,11500
HANNONG,"21,450",150,3/6/2023,3/7/2023,11500
IHQ,239,0,3/6/2023,3/7/2023,3560
Icure Pharm. Inc.,"3,350",90,3/6/2023,3/7/2023,175250
IsuChem,"33,100",150,3/6/2023,3/7/2023,5950
KBHN33KOSPI200- P,-,-,3/6/2023,3/7/2023,58HN33
KISHP06KOSPI200- C,-,-,3/6/2023,3/7/2023,57HP06
KISJ048POSCOH- C,160,5,3/6/2023,3/7/2023,57J048
KNW,"11,520",0,3/6/2023,3/7/2023,105330
Kumyang,"60,300",100,3/6/2023,3/7/2023,1570
MIRAEHAJBKOSPI200- C,-,-,3/6/2023,3/7/2023,52HAJB
MIRAEHZ45KOSPI200- C,-,-,3/6/2023,3/7/2023,52HZ45
Polaris Office,"3,275",15,3/6/2023,3/7/2023,41020
SALTLUX,"26,650","1,000",3/6/2023,3/7/2023,304100
SDBIO,349,0,3/6/2023,3/7/2023,217480
Samyung ENC,"5,490",860,3/6/2023,3/7/2023,65570
BRIDGETEC,"9,180",80,3/3/2023,3/6/2023,64480
COSMOCHEM,"54,900","1,300",3/3/2023,3/6/2023,5420
DPECO,"4,010",0,3/3/2023,3/6/2023,163430
DigiCAP,"4,810",65,3/3/2023,3/6/2023,197140
ECOPRO,"740,000","30,000",3/3/2023,3/6/2023,86520
HANNONG,"21,450",150,3/3/2023,3/6/2023,11500
Icure Pharm. Inc.,"3,350",90,3/3/2023,3/6/2023,175250
KBHN31KOSPI200- P,-,-,3/3/2023,3/6/2023,58HN31
KBHN32KOSPI200- P,-,-,3/3/2023,3/6/2023,58HN32
KBJP30SKT- C,25,5,3/3/2023,3/6/2023,58JP30
KISHG91KOSPI200- P,-,-,3/3/2023,3/6/2023,57HG91
KISHP04KOSPI200- C,-,-,3/3/2023,3/6/2023,57HP04
Kumyang,"60,300",100,3/3/2023,3/6/2023,1570
MIRAEHAJBKOSPI200- C,-,-,3/3/2023,3/6/2023,52HAJB
MIRAEHN53LGE- C,-,-,3/3/2023,3/6/2023,52HN53
MIRAEHW74KOSPI200- P,-,-,3/3/2023,3/6/2023,52HW74
MOADATA,"3,195",50,3/3/2023,3/6/2023,288980
NARASOFT,57,1,3/3/2023,3/6/2023,288490
Noble M&B,411,0,3/3/2023,3/6/2023,106520
ORICOM,"16,110",260,3/3/2023,3/6/2023,10470
SUN-MC,"1,400",45,3/3/2023,3/6/2023,116100
AVATEC,"15,980",20,3/2/2023,3/3/2023,149950
CODENATURE,"1,320",50,3/2/2023,3/3/2023,78940
Cellfie Global,778,0,3/2/2023,3/3/2023,68940
DPECO,"4,010",0,3/2/2023,3/3/2023,163430
GGUMBI,"19,030",930,3/2/2023,3/3/2023,407400
Icure Pharm. Inc.,"3,350",90,3/2/2023,3/3/2023,175250
Icure Pharm. Inc.,"3,350",90,3/2/2023,3/3/2023,175250
KBJP30SKT- C,25,5,3/2/2023,3/3/2023,58JP30
KISHG91KOSPI200- P,-,-,3/2/2023,3/3/2023,57HG91
Kumyang,"60,300",100,3/2/2023,3/3/2023,1570
LaonPeople,"6,010",40,3/2/2023,3/3/2023,300120
MedyTox,"257,500","4,500",3/2/2023,3/3/2023,86900
WISE iTech,"14,900",40,3/2/2023,3/3/2023,65370
meerecompany,"36,400",750,3/2/2023,3/3/2023,49950
